node,node,weight
理科大楼_4266,理科大楼_1248,10
理科大楼_4267,理科大楼_196,1
理科大楼_4268,理科大楼_2992,6
理科大楼_4269,理科大楼_2079,2
理科大楼_4270,理科大楼_1576,7
理科大楼_4271,理科大楼_2369,1
理科大楼_4272,理科大楼_449,6
理科大楼_4273,理科大楼_272,4
理科大楼_4274,理科大楼_3719,8
理科大楼_4275,理科大楼_2515,10
理科大楼_4276,心理与认知科学学院楼,5
理科大楼_4277,理科大楼_2848,10
理科大楼_4278,理科大楼_3418,5
理科大楼_4279,理科大楼_3499,1
理科大楼_4280,理科大楼_1520,5
理科大楼_4281,理科大楼_2411,2
理科大楼_4282,理科大楼_2491,3
理科大楼_4283,理科大楼_3779,7
理科大楼_4284,理科大楼_902,9
理科大楼_4285,理科大楼_2169,4
理科大楼_4286,理科大楼_3091,4
理科大楼_4287,理科大楼_1500,10
理科大楼_4288,理科大楼_3188,3
理科大楼_4289,理科大楼_552,8
理科大楼_4290,理科大楼_1739,10
理科大楼_4291,理科大楼_3457,1
理科大楼_4292,理科大楼_1537,6
理科大楼_4293,理科大楼_3814,3
理科大楼_4294,理科大楼_3696,1
理科大楼_4295,理科大楼_956,2
理科大楼_4296,理科大楼_4178,10
理科大楼_4297,理科大楼_2543,8
理科大楼_4298,理科大楼_1648,4
理科大楼_4299,理科大楼_4246,8
理科大楼_4300,理科大楼_2473,5
理科大楼_4301,理科大楼_3606,2
理科大楼_4302,理科大楼_1953,7
理科大楼_4303,理科大楼_2903,7
理科大楼_4304,理科大楼_3033,7
理科大楼_4305,理科大楼_1624,9
理科大楼_4306,理科大楼_1806,4
理科大楼_4307,理科大楼_1055,10
理科大楼_4308,理科大楼_1023,2
理科大楼_4309,理科大楼_4023,6
理科大楼_4310,理科大楼_1253,4
理科大楼_4311,田径场,8
理科大楼_4312,理科大楼_413,10
理科大楼_4313,理科大楼_313,8
理科大楼_4314,理科大楼_2389,8
理科大楼_4315,理科大楼_2995,8
理科大楼_4316,理科大楼_4168,10
理科大楼_4317,理科大楼_845,8
理科大楼_4318,理科大楼_2242,6
理科大楼_4319,理科大楼_1862,7
理科大楼_4320,理科大楼_3590,5
理科大楼_4321,理科大楼_930,1
理科大楼_4322,理科大楼_3000,10
理科大楼_4323,理科大楼_2627,7
理科大楼_4324,理科大楼_1259,5
理科大楼_4325,理科大楼_2097,5
理科大楼_4326,理科大楼_1146,3
理科大楼_4327,理科大楼_312,8
理科大楼_4328,理科大楼_1394,4
理科大楼_4329,理科大楼_3358,5
理科大楼_4330,理科大楼_3334,6
理科大楼_4331,理科大楼_1584,10
理科大楼_4332,理科大楼_2760,9
理科大楼_4333,理科大楼_2725,8
理科大楼_4334,理科大楼_1100,1
理科大楼_4335,团委,4
理科大楼_4336,理科大楼_2733,7
理科大楼_4337,理科大楼_3389,8
理科大楼_4338,理科大楼_3543,2
理科大楼_4339,理科大楼_1537,5
理科大楼_4340,理科大楼_2237,3
理科大楼_4341,理科大楼_2750,5
理科大楼_4342,理科大楼_1566,2
理科大楼_4343,理科大楼_1384,5
理科大楼_4344,理科大楼_310,2
理科大楼_4345,理科大楼_3124,10
理科大楼_4346,理科大楼_2511,4
理科大楼_4347,理科大楼_4105,7
理科大楼_4348,理科大楼_3666,10
理科大楼_4349,理科大楼_3633,3
理科大楼_4350,理科大楼_2923,6
理科大楼_4351,理科大楼_4034,8
理科大楼_4352,理科大楼_3252,6
理科大楼_4353,理科大楼_2557,4
理科大楼_4354,理科大楼_1521,8
理科大楼_4355,理科大楼_2073,5
理科大楼_4356,理科大楼_3933,8
理科大楼_4357,理科大楼_3456,8
理科大楼_4358,理科大楼_2407,2
理科大楼_4359,理科大楼_3295,4
理科大楼_4360,理科大楼_1803,10
理科大楼_4361,理科大楼_1622,9
理科大楼_4362,理科大楼_3707,9
理科大楼_4363,理科大楼_2992,1
理科大楼_4364,理科大楼_2337,4
理科大楼_4365,理科大楼_3143,2
理科大楼_4366,理科大楼_4320,7
理科大楼_4367,理科大楼_2677,7
理科大楼_4368,理科大楼_3920,2
理科大楼_4369,理科大楼_297,5
理科大楼_4370,理科大楼_1957,10
理科大楼_4371,理科大楼_3564,1
理科大楼_4372,理科大楼_306,3
理科大楼_4373,理科大楼_4195,7
理科大楼_4374,理科大楼_2994,2
理科大楼_4375,理科大楼_3291,9
理科大楼_4376,理科大楼_2580,9
理科大楼_4377,理科大楼_1722,1
理科大楼_4378,理科大楼_405,9
理科大楼_4379,理科大楼_996,4
理科大楼_4380,理科大楼_1202,9
理科大楼_4381,理科大楼_2343,5
理科大楼_4382,理科大楼_613,5
理科大楼_4383,理科大楼_21,7
理科大楼_4384,理科大楼_964,7
理科大楼_4385,理科大楼_3308,4
理科大楼_4386,理科大楼_3460,10
理科大楼_4387,理科大楼_3049,7
理科大楼_4388,理科大楼_3597,10
理科大楼_4389,理科大楼_2602,4
理科大楼_4390,理科大楼_569,9
理科大楼_4391,理科大楼_3974,7
理科大楼_4392,理科大楼_961,3
理科大楼_4393,理科大楼_370,10
理科大楼_4394,理科大楼_3759,7
理科大楼_4395,理科大楼_2116,9
理科大楼_4396,理科大楼_3357,3
理科大楼_4397,理科大楼_2847,7
理科大楼_4398,理科大楼_3986,10
理科大楼_4399,理科大楼_1186,1
理科大楼_4400,理科大楼_1546,10
理科大楼_4401,理科大楼_2754,5
理科大楼_4402,理科大楼_1435,6
理科大楼_4403,理科大楼_4146,3
理科大楼_4404,理科大楼_549,7
理科大楼_4405,理科大楼_4245,9
理科大楼_4406,理科大楼_2183,9
理科大楼_4407,理科大楼_2836,5
理科大楼_4408,理科大楼_4253,6
理科大楼_4409,理科大楼_1401,2
理科大楼_4410,理科大楼_2529,8
理科大楼_4411,理科大楼_3773,10
理科大楼_4412,理科大楼_3371,6
理科大楼_4413,理科大楼_105,1
理科大楼_4414,理科大楼_732,9
理科大楼_4415,理科大楼_1731,2
理科大楼_4416,理科大楼_4281,9
理科大楼_4417,理科大楼_655,9
理科大楼_4418,理科大楼_3809,4
理科大楼_4419,游泳馆,6
理科大楼_4420,理科大楼_2442,6
理科大楼_4421,理科大楼_2150,1
理科大楼_4422,理科大楼_4337,5
理科大楼_4423,理科大楼_3144,4
理科大楼_4424,理科大楼_2698,6
理科大楼_4425,理科大楼_4128,10
理科大楼_4426,生命科学学院楼,8
理科大楼_4427,理科大楼_1565,6
理科大楼_4428,理科大楼_1569,7
理科大楼_4429,理科大楼_4036,8
理科大楼_4430,理科大楼_979,7
理科大楼_4431,理科大楼_4331,6
理科大楼_4432,理科大楼_401,2
理科大楼_4433,理科大楼_3347,8
理科大楼_4434,理科大楼_2228,1
理科大楼_4435,理科大楼_2849,5
理科大楼_4436,理科大楼_3858,3
理科大楼_4437,理科大楼_1846,10
理科大楼_4438,理科大楼_3491,8
理科大楼_4439,理科大楼_4268,1
理科大楼_4440,理科大楼_2796,5
理科大楼_4441,理科大楼_2888,4
理科大楼_4442,理科大楼_2841,2
理科大楼_4443,理科大楼_3780,5
理科大楼_4444,理科大楼_3165,3
理科大楼_4445,理科大楼_1306,4
理科大楼_4446,理科大楼_3552,1
理科大楼_4447,理科大楼_2874,9
理科大楼_4448,理科大楼_1803,7
理科大楼_4449,理科大楼_2724,1
理科大楼_4450,理科大楼_1348,5
理科大楼_4451,理科大楼_3543,1
理科大楼_4452,理科大楼_2087,7
理科大楼_4453,理科大楼_899,6
理科大楼_4454,理科大楼_896,9
理科大楼_4455,理科大楼_2977,1
理科大楼_4456,理科大楼_2746,1
理科大楼_4457,理科大楼_3087,3
理科大楼_4458,理科大楼_1664,1
理科大楼_4459,理科大楼_1960,4
理科大楼_4460,理科大楼_1877,6
理科大楼_4461,理科大楼_568,5
理科大楼_4462,理科大楼_2448,3
理科大楼_4463,理科大楼_1892,4
理科大楼_4464,理科大楼_605,5
理科大楼_4465,理科大楼_57,1
理科大楼_4466,理科大楼_3988,9
理科大楼_4467,理科大楼_1945,3
理科大楼_4468,理科大楼_2439,4
理科大楼_4469,理科大楼_1305,5
理科大楼_4470,理科大楼_93,6
理科大楼_4471,理科大楼_2872,5
理科大楼_4472,理科大楼_3507,3
理科大楼_4473,理科大楼_2616,5
理科大楼_4474,理科大楼_4175,10
理科大楼_4475,理科大楼_3251,4
理科大楼_4476,理科大楼_1905,4
理科大楼_4477,理科大楼_1654,2
理科大楼_4478,理科大楼_3860,5
理科大楼_4479,理科大楼_104,1
理科大楼_4480,理科大楼_3386,6
理科大楼_4481,理科大楼_1484,2
理科大楼_4482,理科大楼_2464,3
理科大楼_4483,理科大楼_2186,1
理科大楼_4484,理科大楼_1644,1
理科大楼_4485,理科大楼_393,2
理科大楼_4486,理科大楼_4227,7
理科大楼_4487,理科大楼_3823,9
理科大楼_4488,理科大楼_3902,6
理科大楼_4489,本科生公寓1号楼,5
理科大楼_4490,理科大楼_161,7
理科大楼_4491,理科大楼_3108,7
理科大楼_4492,理科大楼_2344,10
理科大楼_4493,理科大楼_120,1
理科大楼_4494,理科大楼_600,10
理科大楼_4495,理科大楼_3411,2
理科大楼_4496,理科大楼_3013,4
理科大楼_4497,理科大楼_1610,7
理科大楼_4498,理科大楼_2436,9
理科大楼_4499,理科大楼_352,9
理科大楼_4500,理科大楼_3409,2
理科大楼_4501,理科大楼_4194,10
理科大楼_4502,理科大楼_1236,3
理科大楼_4503,理科大楼_428,2
理科大楼_4504,理科大楼_2702,10
理科大楼_4505,理科大楼_1537,4
理科大楼_4506,理科大楼_176,5
理科大楼_4507,理科大楼_1230,7
理科大楼_4508,理科大楼_3143,4
理科大楼_4509,理科大楼_4160,3
理科大楼_4510,理科大楼_345,8
理科大楼_4511,理科大楼_3899,7
理科大楼_4512,理科大楼_1554,10
理科大楼_4513,河西浴室,7
理科大楼_4514,理科大楼_2641,7
理科大楼_4515,理科大楼_3858,2
理科大楼_4516,理科大楼_3363,2
理科大楼_4517,理科大楼_2983,10
理科大楼_4518,理科大楼_2399,7
理科大楼_4519,理科大楼_3328,1
理科大楼_4520,理科大楼_3110,10
理科大楼_4521,理科大楼_2258,5
理科大楼_4522,理科大楼_3919,8
理科大楼_4523,理科大楼_63,8
理科大楼_4524,理科大楼_1560,5
理科大楼_4525,理科大楼_2076,9
理科大楼_4526,理科大楼_3485,1
理科大楼_4527,理科大楼_1327,5
理科大楼_4528,理科大楼_372,6
理科大楼_4529,理科大楼_2150,7
理科大楼_4530,理科大楼_2304,9
理科大楼_4531,理科大楼_2485,8
理科大楼_4532,理科大楼_37,7
理科大楼_4533,理科大楼_1367,1
理科大楼_4534,理科大楼_2399,3
理科大楼_4535,理科大楼_1328,6
理科大楼_4536,理科大楼_2129,5
理科大楼_4537,理科大楼_3492,4
理科大楼_4538,理科大楼_3853,10
理科大楼_4539,理科大楼_664,7
理科大楼_4540,理科大楼_1972,2
理科大楼_4541,理科大楼_2918,8
理科大楼_4542,理科大楼_491,3
理科大楼_4543,理科大楼_1716,1
理科大楼_4544,理科大楼_2923,8
理科大楼_4545,理科大楼_2494,8
理科大楼_4546,理科大楼_4326,1
理科大楼_4547,理科大楼_2625,6
理科大楼_4548,理科大楼_3248,3
理科大楼_4549,理科大楼_4489,8
理科大楼_4550,理科大楼_2269,7
理科大楼_4551,理科大楼_1701,4
理科大楼_4552,理科大楼_237,4
理科大楼_4553,理科大楼_525,8
理科大楼_4554,研究生公寓2号楼,9
理科大楼_4555,理科大楼_1753,10
理科大楼_4556,理科大楼_768,9
理科大楼_4557,理科大楼_873,8
理科大楼_4558,理科大楼_229,3
理科大楼_4559,理科大楼_470,7
理科大楼_4560,理科大楼_2386,10
理科大楼_4561,理科大楼_4290,4
理科大楼_4562,理科大楼_3608,4
理科大楼_4563,理科大楼_3229,9
理科大楼_4564,理科大楼_2770,10
理科大楼_4565,理科大楼_1895,8
理科大楼_4566,理科大楼_4143,7
理科大楼_4567,理科大楼_3566,6
理科大楼_4568,理科大楼_3318,1
理科大楼_4569,理科大楼_1137,5
理科大楼_4570,理科大楼_2621,5
理科大楼_4571,理科大楼_1496,1
理科大楼_4572,理科大楼_4291,10
理科大楼_4573,理科大楼_651,5
理科大楼_4574,理科大楼_3182,3
理科大楼_4575,理科大楼_2752,3
理科大楼_4576,理科大楼_2354,8
理科大楼_4577,理科大楼_1272,9
理科大楼_4578,理科大楼_1143,1
理科大楼_4579,理科大楼_277,2
理科大楼_4580,理科大楼_30,6
理科大楼_4581,理科大楼_1835,4
理科大楼_4582,理科大楼_46,8
理科大楼_4583,理科大楼_2882,2
理科大楼_4584,理科大楼_4086,8
理科大楼_4585,理科大楼_374,1
理科大楼_4586,理科大楼_812,3
理科大楼_4587,理科大楼_1740,6
理科大楼_4588,理科大楼_1179,2
理科大楼_4589,理科大楼_3875,5
理科大楼_4590,理科大楼_879,5
理科大楼_4591,理科大楼_2772,2
理科大楼_4592,理科大楼_1962,10
理科大楼_4593,理科大楼_4436,10
理科大楼_4594,理科大楼_1768,1
理科大楼_4595,理科大楼_1054,2
理科大楼_4596,理科大楼_414,2
理科大楼_4597,理科大楼_2008,8
理科大楼_4598,理科大楼_4099,10
理科大楼_4599,理科大楼_3375,7
理科大楼_4600,理科大楼_2777,3
理科大楼_4601,理科大楼_1633,6
理科大楼_4602,理科大楼_3231,2
理科大楼_4603,理科大楼_3650,5
理科大楼_4604,理科大楼_716,2
理科大楼_4605,理科大楼_4343,5
理科大楼_4606,理科大楼_686,5
理科大楼_4607,理科大楼_382,10
理科大楼_4608,理科大楼_2907,10
理科大楼_4609,理科大楼_73,4
理科大楼_4610,理科大楼_1399,7
理科大楼_4611,理科大楼_2827,3
理科大楼_4612,理科大楼_2253,6
理科大楼_4613,理科大楼_152,5
理科大楼_4614,理科大楼_777,10
理科大楼_4615,理科大楼_1709,7
理科大楼_4616,理科大楼_327,1
理科大楼_4617,理科大楼_2493,4
理科大楼_4618,理科大楼_3700,9
理科大楼_4619,理科大楼_727,2
理科大楼_4620,理科大楼_2738,7
理科大楼_4621,理科大楼_4073,8
理科大楼_4622,理科大楼_2915,2
理科大楼_4623,理科大楼_3883,2
理科大楼_4624,理科大楼_729,3
理科大楼_4625,理科大楼_1240,5
理科大楼_4626,理科大楼_3247,7
理科大楼_4627,理科大楼_1306,8
理科大楼_4628,理科大楼_435,9
理科大楼_4629,理科大楼_2192,4
理科大楼_4630,理科大楼_2866,10
理科大楼_4631,理科大楼_3667,9
理科大楼_4632,理科大楼_2801,10
理科大楼_4633,理科大楼_3731,8
理科大楼_4634,理科大楼_2835,7
理科大楼_4635,理科大楼_1767,4
理科大楼_4636,理科大楼_286,10
理科大楼_4637,理科大楼_3739,4
理科大楼_4638,理科大楼_2230,1
理科大楼_4639,理科大楼_2227,6
理科大楼_4640,理科大楼_1689,3
理科大楼_4641,理科大楼_1141,5
理科大楼_4642,理科大楼_1635,3
理科大楼_4643,理科大楼_2342,6
理科大楼_4644,理科大楼_2589,6
理科大楼_4645,理科大楼_1244,3
理科大楼_4646,理科大楼_4260,7
理科大楼_4647,理科大楼_1706,3
理科大楼_4648,理科大楼_4458,7
理科大楼_4649,理科大楼_1724,7
理科大楼_4650,理科大楼_4145,3
理科大楼_4651,理科大楼_3561,10
理科大楼_4652,理科大楼_3727,7
理科大楼_4653,理科大楼_186,9
理科大楼_4654,理科大楼_1462,7
理科大楼_4655,理科大楼_3618,5
理科大楼_4656,理科大楼_3471,1
理科大楼_4657,理科大楼_284,2
理科大楼_4658,理科大楼_910,8
理科大楼_4659,理科大楼_3570,7
理科大楼_4660,理科大楼_666,10
理科大楼_4661,理科大楼_1826,6
理科大楼_4662,理科大楼_4233,2
理科大楼_4663,理科大楼_2736,5
理科大楼_4664,理科大楼_3732,5
理科大楼_4665,理科大楼_2201,4
理科大楼_4666,理科大楼_1981,9
理科大楼_4667,理科大楼_330,3
理科大楼_4668,理科大楼_1015,5
理科大楼_4669,理科大楼_3998,7
理科大楼_4670,理科大楼_2781,7
理科大楼_4671,崇真书院,8
理科大楼_4672,理科大楼_3607,5
理科大楼_4673,理科大楼_2642,7
理科大楼_4674,理科大楼_1578,2
理科大楼_4675,理科大楼_1874,6
理科大楼_4676,理科大楼_2844,4
理科大楼_4677,理科大楼_743,2
理科大楼_4678,理科大楼_1081,4
理科大楼_4679,理科大楼_3427,1
理科大楼_4680,理科大楼_3628,5
理科大楼_4681,理科大楼_3875,3
理科大楼_4682,理科大楼_4086,4
理科大楼_4683,理科大楼_2826,1
理科大楼_4684,理科大楼_3469,5
理科大楼_4685,理科大楼_4480,8
理科大楼_4686,理科大楼_852,2
理科大楼_4687,理科大楼_1802,6
理科大楼_4688,理科大楼_2104,2
理科大楼_4689,理科大楼_2430,8
理科大楼_4690,理科大楼_434,7
理科大楼_4691,音乐学院楼,8
理科大楼_4692,理科大楼_840,3
理科大楼_4693,理科大楼_1975,4
理科大楼_4694,理科大楼_1560,9
理科大楼_4695,理科大楼_1709,9
理科大楼_4696,理科大楼_430,7
理科大楼_4697,理科大楼_2569,10
理科大楼_4698,理科大楼_1369,3
理科大楼_4699,理科大楼_4552,4
理科大楼_4700,理科大楼_4229,7
理科大楼_4701,理科大楼_1734,7
理科大楼_4702,理科大楼_3857,8
理科大楼_4703,理科大楼_907,9
理科大楼_4704,华闵餐厅,9
理科大楼_4705,理科大楼_4070,5
理科大楼_4706,理科大楼_3390,9
理科大楼_4707,理科大楼_204,3
理科大楼_4708,理科大楼_1775,7
理科大楼_4709,理科大楼_483,9
理科大楼_4710,理科大楼_962,10
理科大楼_4711,理科大楼_2031,9
理科大楼_4712,理科大楼_1293,9
理科大楼_4713,理科大楼_3001,10
理科大楼_4714,理科大楼_2015,1
理科大楼_4715,理科大楼_3850,1
理科大楼_4716,理科大楼_3212,1
理科大楼_4717,理科大楼_216,3
理科大楼_4718,理科大楼_3593,8
理科大楼_4719,理科大楼_1022,10
理科大楼_4720,理科大楼_3451,1
理科大楼_4721,理科大楼_1108,7
理科大楼_4722,理科大楼_4341,1
理科大楼_4723,理科大楼_4319,5
理科大楼_4724,理科大楼_1998,2
理科大楼_4725,理科大楼_1910,1
理科大楼_4726,理科大楼_417,9
理科大楼_4727,理科大楼_364,1
理科大楼_4728,理科大楼_3381,10
理科大楼_4729,理科大楼_1171,7
理科大楼_4730,理科大楼_4554,6
理科大楼_4731,理科大楼_3277,5
理科大楼_4732,理科大楼_308,1
理科大楼_4733,理科大楼_4144,5
理科大楼_4734,理科大楼_462,7
理科大楼_4735,理科大楼_242,3
理科大楼_4736,理科大楼_782,2
理科大楼_4737,理科大楼_1865,7
理科大楼_4738,理科大楼_1875,6
理科大楼_4739,理科大楼_361,3
理科大楼_4740,理科大楼_2578,1
理科大楼_4741,理科大楼_2215,3
理科大楼_4742,理科大楼_3901,10
理科大楼_4743,理科大楼_103,9
理科大楼_4744,理科大楼_3615,4
理科大楼_4745,理科大楼_2145,1
理科大楼_4746,理科大楼_1529,8
